"","Player","Team","Year","age","g","mp_per_game","x3pa","x3ppercent","efgpercent","ftpercent","ast","tov","pf","per","ftr","drbpercent","stlpercent","blkpercent","tovpercent","usgpercent","dws","dbpm","vorp","Age","ORtg","FTr","eFG.","ORB.","FT.FGA","G","MP","FGA","X3P.","FT.","DRB","TRB","AST","STL","BLK","TOV","pos","EWING"
"85","Jason Kidd","BRK",2008,34,51,37.2,4.6,0.356,0.443,0.82,10.4,3.6,1.8,15.7,0.202,0.217,0.02,0.006,0.236,0.189,2.1,1,1.7,27.4,104,0.347,0.497,0.266,0.271,82,241.8,78.7,0.348,0.736,30.7,41.9,23.5,6.4,4.8,15,"PG","1"
"86","Vince Carter","BRK",2009,32,80,36.8,4.9,0.385,0.493,0.817,4.7,2.1,2.9,19.3,0.305,0.138,0.015,0.011,0.098,0.268,1.8,-0.9,3.4,25.7,108.3,0.303,0.509,0.252,0.272,82,241.8,79.7,0.376,0.779,29.5,39.8,20,6.8,4.8,13.1,"SG","0"
"87","Deron Williams","BRK",2011,26,12,38,4.9,0.271,0.396,0.793,12.8,3.6,3.2,17,0.343,0.125,0.018,0.005,0.181,0.242,0.3,-1.8,0.3,24.8,103.1,0.283,0.503,0.261,0.241,82,244,81,0.343,0.759,29.8,40.8,21,5.6,4.7,14,"PG","1"
"88","Devin Harris","BRK",2011,27,54,31.9,2,0.3,0.452,0.84,7.6,2.9,2.4,17.6,0.502,0.083,0.018,0.002,0.175,0.244,0.9,-2.6,0.5,24.8,103.1,0.283,0.503,0.261,0.241,82,244,81,0.343,0.759,29.8,40.8,21,5.6,4.7,14,"PG","1"
"89","Gerald Wallace","BRK",2012,29,16,35.8,3.3,0.385,0.465,0.859,3.1,1.7,2.4,17.2,0.317,0.177,0.021,0.015,0.105,0.205,0.4,0.2,0.5,26.1,102.9,0.269,0.513,0.278,0.209,66,240.8,80.6,0.342,0.777,28.5,40.3,19.9,7.5,3.9,15.1,"SF","1"
"90","Gerald Wallace","BRK",2013,30,69,30.1,2.4,0.282,0.448,0.637,2.6,1.6,1.7,11.6,0.415,0.143,0.025,0.017,0.169,0.145,2.5,2.6,2,28.6,108.2,0.299,0.503,0.309,0.174,82,242.1,79.8,0.357,0.731,30,42.8,20.3,7.3,4.8,14.7,"SF","0"
"91","Paul Pierce","BRK",2014,36,75,28,4,0.373,0.529,0.826,2.4,2,2.5,16.8,0.435,0.183,0.022,0.012,0.153,0.224,2.3,0.2,1.8,30,106.7,0.313,0.509,0.217,0.236,82,242.4,77.9,0.369,0.753,29.4,38.1,20.9,8.6,3.8,14.5,"SF","0"
"92","Deron Williams","BRK",2015,30,68,31.1,3.5,0.367,0.443,0.834,6.6,2.3,2.3,15.7,0.313,0.11,0.016,0.006,0.149,0.223,1.3,-1.2,1.1,28.6,104.4,0.267,0.506,0.239,0.185,82,243,83,0.331,0.748,32,42.4,20.9,7,4.1,13.8,"PG","0"
"93","Thaddeus Young","BRK",2015,26,28,29.6,1.8,0.38,0.524,0.606,1.4,1.5,2,17.1,0.217,0.154,0.024,0.008,0.105,0.22,0.8,0,0.5,28.6,104.4,0.267,0.506,0.239,0.185,82,243,83,0.331,0.748,32,42.4,20.9,7,4.1,13.8,"PF","0"
"94","Thaddeus Young","BRK",2016,27,73,33,0.4,0.233,0.518,0.644,1.8,1.9,2.5,17.5,0.169,0.23,0.023,0.012,0.116,0.216,2.2,0.6,1.3,26.9,103.2,0.246,0.534,0.241,0.176,82,240.9,84.4,0.352,0.757,31.9,42.4,22.3,7.6,4,14.8,"PF","0"
"95","Joe Johnson","BRK",2016,34,57,33.9,4,0.371,0.476,0.852,4.1,2,1.8,10.7,0.178,0.112,0.01,0.001,0.15,0.178,0.2,-1.7,-0.1,26.9,103.2,0.246,0.534,0.241,0.176,82,240.9,84.4,0.352,0.757,31.9,42.4,22.3,7.6,4,14.8,"SF","0"
"96","Jarrett Jack","BRK",2016,32,32,32.1,3.2,0.304,0.434,0.893,7.4,2.9,2.4,14.5,0.313,0.141,0.017,0.006,0.188,0.217,0.4,-1.4,0.2,26.9,103.2,0.246,0.534,0.241,0.176,82,240.9,84.4,0.352,0.757,31.9,42.4,22.3,7.6,4,14.8,"PG","0"
"97","Brook Lopez","BRK",2017,28,75,29.6,5.2,0.346,0.531,0.81,2.3,2.5,2.6,20.4,0.311,0.133,0.008,0.042,0.121,0.292,1.8,-0.4,2,26,104.1,0.289,0.513,0.196,0.212,82,240.9,85.2,0.338,0.788,35.1,43.9,21.4,7.2,4.7,16.5,"C","1"
"98","Artis Gilmore","CHI",1982,32,82,34.1,0,1,0.653,0.768,1.7,2.8,3.5,22.4,0.659,0.237,0.008,0.043,0.174,0.196,3.8,1.6,4.6,26.5,106.6,0.378,0.499,0.336,0.207,82,242.4,82,0.254,0.767,30.8,44.5,24.9,7.1,5.9,20,"C","0"
"99","Dave Greenwood","CHI",1985,27,61,25,0,0,0.458,0.713,1.3,1,3.1,9.4,0.283,0.208,0.011,0.007,0.144,0.12,1.4,0.9,0.4,25.2,108.7,0.366,0.495,0.322,0.257,82,241.5,84.3,0.18,0.784,28.9,42,24.3,7.6,5.7,17.8,"PF","0"
"100","Orlando Woolridge","CHI",1986,26,70,32.1,0.3,0.174,0.497,0.788,3,2.5,2.7,19.6,0.424,0.104,0.01,0.012,0.119,0.265,0.4,-2.1,1.8,26.6,108.6,0.346,0.509,0.351,0.28,82,242.1,88.1,0.278,0.769,27.8,43.4,24.5,7.4,4.9,17.5,"SF","1"
"101","Kyle Macy","CHI",1986,28,82,29.6,1.7,0.411,0.532,0.811,5.4,1.4,2.5,12.3,0.152,0.066,0.016,0.003,0.156,0.126,0.3,-2.1,0.6,26.6,108.6,0.346,0.509,0.351,0.28,82,242.1,88.1,0.278,0.769,27.8,43.4,24.5,7.4,4.9,17.5,"PG","1"
"102","B.J. Armstrong","CHI",1995,27,82,31.4,3.1,0.427,0.528,0.884,3,1.3,1.9,15.1,0.261,0.074,0.017,0.002,0.094,0.19,2.8,-1.2,1.4,28.1,109.5,0.308,0.488,0.329,0.263,82,241.8,81.8,0.373,0.726,28,41.5,24,9.7,4.3,15.8,"PG","1"
"103","Dennis Rodman","CHI",1998,36,80,35.7,0.3,0.174,0.436,0.55,2.9,1.8,3,12.4,0.308,0.314,0.009,0.005,0.264,0.087,5.9,3.7,3.4,31.7,107.7,0.295,0.457,0.357,0.22,82,242.1,82.9,0.323,0.743,29.7,44.9,23.8,8.5,4.3,14.4,"PF","0"
"104","Michael Jordan","CHI",1998,34,82,38.8,1.5,0.238,0.473,0.784,3.5,2.3,1.8,25.2,0.381,0.125,0.024,0.01,0.077,0.337,5.4,0,5.3,31.7,107.7,0.295,0.457,0.357,0.22,82,242.1,82.9,0.323,0.743,29.7,44.9,23.8,8.5,4.3,14.4,"SG","0"
"105","Scottie Pippen","CHI",1998,32,44,37.5,4.4,0.318,0.491,0.777,5.8,2.5,2.6,20.4,0.274,0.121,0.026,0.019,0.121,0.244,3,1.8,3.2,31.7,107.7,0.295,0.457,0.357,0.22,82,242.1,82.9,0.323,0.743,29.7,44.9,23.8,8.5,4.3,14.4,"SF","0"
"106","Hersey Hawkins","CHI",2000,33,61,26.6,2.3,0.39,0.497,0.899,2.2,1.6,2.4,11.4,0.317,0.106,0.024,0.007,0.19,0.149,1.5,0.1,0.4,26,94.2,0.338,0.484,0.299,0.24,82,241.5,75.4,0.329,0.709,28.3,40.9,20.1,7.9,4.7,19,"SG","0"
"107","Elton Brand","CHI",2001,21,74,39.3,0,0,0.476,0.708,3.2,3,3.3,20.4,0.388,0.196,0.013,0.03,0.133,0.263,2,0.5,3,23.2,97.2,0.298,0.499,0.266,0.254,82,242.1,78.2,0.346,0.739,27.6,38.9,22.1,8.2,4.6,15.8,"PF","1"
"108","Brad Miller","CHI",2002,25,48,29,0.1,0.5,0.462,0.751,2.1,1.5,3.3,19.6,0.56,0.194,0.02,0.015,0.116,0.211,1.3,0.6,1.6,25.5,98.2,0.302,0.497,0.266,0.239,82,241.5,79.2,0.346,0.722,28.8,40,22.2,7.7,4.4,15.3,"C","1"
"109","Greg Anthony","CHI",2002,34,36,26.7,2.5,0.322,0.444,0.671,5.6,1.6,2,14.2,0.244,0.09,0.027,0.003,0.154,0.18,0.6,-2,0,25.5,98.2,0.302,0.497,0.266,0.239,82,241.5,79.2,0.346,0.722,28.8,40,22.2,7.7,4.4,15.3,"PG","1"
"110","Jamal Crawford","CHI",2004,23,80,35.1,6.5,0.317,0.449,0.833,5.1,2.4,2,15.9,0.182,0.095,0.021,0.008,0.119,0.257,2.1,-1.3,2.2,26.8,96.6,0.272,0.469,0.281,0.253,82,241.8,82.4,0.342,0.725,30.7,43.5,21.9,8,4.8,16.1,"SG","1"
"111","Donyell Marshall","CHI",2004,30,16,25.5,1.7,0.407,0.46,0.7,1.8,1.4,2.9,13.8,0.147,0.196,0.017,0.036,0.132,0.183,0.6,1.9,0.2,26.8,96.6,0.272,0.469,0.281,0.253,82,241.8,82.4,0.342,0.725,30.7,43.5,21.9,8,4.8,16.1,"PF","1"
"112","Kendall Gill","CHI",2004,35,56,25.2,0.7,0.237,0.401,0.735,1.6,1.5,1.9,11.1,0.248,0.103,0.024,0.008,0.12,0.219,1.3,-0.3,-0.5,26.8,96.6,0.272,0.469,0.281,0.253,82,241.8,82.4,0.342,0.725,30.7,43.5,21.9,8,4.8,16.1,"SG","1"
"113","Tyson Chandler","CHI",2006,23,79,26.8,0,0,0.565,0.503,1,1.6,3.8,12.2,0.682,0.242,0.01,0.038,0.251,0.104,3.9,4.2,2.2,24.1,104,0.292,0.464,0.263,0.295,82,242.7,82.2,0.379,0.738,31.7,42.8,22,6.2,4.2,14.9,"C","1"
"114","Ben Wallace","CHI",2008,33,50,32.5,0.1,0,0.373,0.424,1.8,1,1.7,11.8,0.461,0.191,0.022,0.038,0.131,0.102,2.5,4.7,1.7,25.7,103.9,0.296,0.496,0.289,0.258,82,241.5,83.7,0.363,0.756,30.2,43,22.1,7.7,5.2,14.6,"C","1"
"115","Ben Gordon","CHI",2009,25,82,36.6,5.1,0.41,0.521,0.864,3.4,2.4,2.2,17,0.29,0.088,0.012,0.005,0.119,0.25,1.7,-2.2,1.9,24.9,108.4,0.3,0.493,0.28,0.238,82,243,83.5,0.381,0.796,30.3,42.1,21.1,7.5,5.5,14.5,"SG","1"
"116","Brad Miller","CHI",2009,32,27,27.6,0.5,0.231,0.485,0.853,3.2,1.7,3.3,18.6,0.513,0.205,0.015,0.012,0.145,0.194,0.9,1.1,0.9,24.9,108.4,0.3,0.493,0.28,0.238,82,243,83.5,0.381,0.796,30.3,42.1,21.1,7.5,5.5,14.5,"C","1"
"117","Kirk Hinrich","CHI",2010,29,74,33.5,3.8,0.371,0.478,0.752,4.5,1.5,2.8,11.6,0.15,0.104,0.018,0.007,0.123,0.166,2.8,0.3,1.2,26.2,103.5,0.287,0.484,0.266,0.212,82,242.7,83.2,0.33,0.754,33.1,44.5,20.8,6.5,5.8,14.3,"SG","1"
"118","Luol Deng","CHI",2014,28,23,37.4,2.7,0.274,0.476,0.815,3.7,2.6,2.3,17,0.35,0.154,0.015,0.004,0.126,0.251,1.4,0.7,0.7,28.6,102.5,0.29,0.471,0.272,0.189,82,243,80.2,0.348,0.779,32.7,44.1,22.7,7.2,5.2,14.9,"SF","1"
"119","D.J. Augustin","CHI",2014,26,61,30.4,5.3,0.411,0.514,0.882,5,1.9,2.3,16.8,0.318,0.067,0.015,0.001,0.128,0.225,2.4,-2.1,1.4,28.6,102.5,0.29,0.471,0.272,0.189,82,243,80.2,0.348,0.779,32.7,44.1,22.7,7.2,5.2,14.9,"PG","1"
"120","Carlos Boozer","CHI",2014,32,76,28.2,0,0,0.456,0.767,1.6,2,2.8,14.4,0.197,0.259,0.013,0.008,0.126,0.263,4.3,0.6,-0.7,28.6,102.5,0.29,0.471,0.272,0.189,82,243,80.2,0.348,0.779,32.7,44.1,22.7,7.2,5.2,14.9,"PF","1"
"121","Kirk Hinrich","CHI",2015,34,66,24.4,2.5,0.345,0.449,0.7,2.2,1.1,2.2,6.8,0.131,0.066,0.015,0.006,0.153,0.133,1.3,-0.6,-0.3,28.8,107.5,0.304,0.473,0.27,0.182,82,242.4,82.9,0.353,0.783,34,45.7,21.7,6.3,5.8,14,"SG","0"
"122","Pau Gasol","CHI",2016,35,72,31.8,1,0.348,0.481,0.792,4.1,2.3,2.1,21.7,0.29,0.287,0.009,0.047,0.128,0.246,3.9,3.5,3.5,27.6,105,0.24,0.485,0.245,0.182,82,242.7,87.4,0.371,0.787,35.2,46.3,22.8,6,5.7,13.9,"C","0"
"123","Derrick Rose","CHI",2016,27,66,31.8,2.3,0.293,0.448,0.793,4.7,2.7,1.3,13.4,0.171,0.088,0.011,0.005,0.134,0.273,1.2,-2.1,-0.7,27.6,105,0.24,0.485,0.245,0.182,82,242.7,87.4,0.371,0.787,35.2,46.3,22.8,6,5.7,13.9,"PG","0"
"124","Jimmy Butler","CHI",2017,27,76,37,3.3,0.367,0.492,0.865,5.5,2.1,1.5,25.1,0.54,0.132,0.026,0.009,0.093,0.265,3.8,1.1,6.3,26.9,107.4,0.259,0.507,0.27,0.169,82,241.2,87.1,0.34,0.798,34.1,46.3,22.6,7.8,4.8,13.6,"SF","0"
"125","Dwyane Wade","CHI",2017,35,60,29.9,2.4,0.31,0.457,0.794,3.8,2.3,1.9,18.5,0.294,0.126,0.024,0.018,0.113,0.296,2.5,0.6,1.3,26.9,107.4,0.259,0.507,0.27,0.169,82,241.2,87.1,0.34,0.798,34.1,46.3,22.6,7.8,4.8,13.6,"SG","0"
"126","Rajon Rondo","CHI",2017,30,69,26.7,1.9,0.376,0.453,0.6,6.7,2.4,2.1,13.6,0.089,0.166,0.027,0.005,0.225,0.178,2.7,1.6,1.1,26.9,107.4,0.259,0.507,0.27,0.169,82,241.2,87.1,0.34,0.798,34.1,46.3,22.6,7.8,4.8,13.6,"PG","0"
"127","Armen Gilliam","CHO",1990,25,60,36,0,0,0.527,0.727,1.5,2.8,3.1,16.9,0.443,0.192,0.014,0.013,0.145,0.226,1.9,0.3,1.3,25.6,102,0.274,0.506,0.261,0.269,82,240.9,87.6,0.336,0.756,27,38.7,25.4,9.5,3.2,15,"PF","1"
"128","Kurt Rambis","CHO",1990,31,16,28,0.1,0,0.5,0.545,1.8,1.8,2.8,14.5,0.474,0.194,0.035,0.014,0.171,0.161,0.6,3.4,0.5,25.6,102,0.274,0.506,0.261,0.269,82,240.9,87.6,0.336,0.756,27,38.7,25.4,9.5,3.2,15,"PF","1"
"129","Mike Gminski","CHO",1991,31,50,28.1,0.1,0.167,0.474,0.789,1.2,1.1,1.2,14.7,0.181,0.224,0.008,0.01,0.087,0.188,1.1,-0.6,-0.1,25.5,105,0.315,0.504,0.29,0.272,82,241.5,85.8,0.314,0.779,26.8,39.4,24.6,9.3,3.7,15.7,"C","1"
"130","Armen Gilliam","CHO",1991,26,25,38,0,0,0.513,0.813,1.1,2.6,2.6,17.6,0.337,0.184,0.018,0.014,0.128,0.225,0.9,-0.3,0.4,25.5,105,0.315,0.504,0.29,0.272,82,241.5,85.8,0.314,0.779,26.8,39.4,24.6,9.3,3.7,15.7,"PF","1"
"131","Kendall Gill","CHO",1993,24,69,35.2,0.9,0.274,0.457,0.772,3.9,2.5,2.8,14,0.281,0.093,0.019,0.008,0.13,0.226,1.7,-0.2,1.1,25.7,109.5,0.329,0.487,0.313,0.201,82,240.9,87.9,0.326,0.771,30.6,43.9,26.4,7.8,5.8,16.2,"SG","0"
"132","Hersey Hawkins","CHO",1995,28,82,33.3,3.6,0.44,0.563,0.867,3.2,1.8,2.2,16.3,0.372,0.105,0.024,0.005,0.137,0.185,3.4,0.8,3.7,28,109.6,0.317,0.485,0.26,0.202,82,241.5,78.5,0.397,0.777,29.2,39.4,25.3,7.6,4.9,14.9,"SG","0"
"133","Alonzo Mourning","CHO",1995,24,77,38.2,0.4,0.324,0.524,0.761,1.4,3.1,3.6,20.1,0.585,0.216,0.009,0.055,0.148,0.256,5.1,2.1,2.5,28,109.6,0.317,0.485,0.26,0.202,82,241.5,78.5,0.397,0.777,29.2,39.4,25.3,7.6,4.9,14.9,"C","0"
"134","Larry Johnson","CHO",1996,26,81,40.4,2.3,0.366,0.503,0.757,4.4,2.2,2.1,19.8,0.46,0.164,0.009,0.01,0.11,0.229,1.3,-0.2,4.5,27.8,111.2,0.32,0.529,0.295,0.217,82,242.4,80.7,0.384,0.77,27.5,39.5,23.3,7.1,3.4,15.1,"PF","1"
"135","Kenny Anderson","CHO",1996,25,38,34.3,4.1,0.357,0.515,0.727,8.6,2.3,2.8,19.2,0.33,0.072,0.024,0.003,0.145,0.211,0.6,-2.5,1.2,27.8,111.2,0.32,0.529,0.295,0.217,82,242.4,80.7,0.384,0.77,27.5,39.5,23.3,7.1,3.4,15.1,"PG","1"
"136","Kendall Gill","CHO",1996,27,36,35.1,1.5,0.315,0.504,0.761,6.3,3.1,2.8,15.3,0.315,0.13,0.017,0.013,0.206,0.191,0.7,0.4,1,27.8,111.2,0.32,0.529,0.295,0.217,82,242.4,80.7,0.384,0.77,27.5,39.5,23.3,7.1,3.4,15.1,"SG","1"
"137","Ricky Pierce","CHO",1997,37,27,24.1,2.1,0.536,0.565,0.889,1.8,1.1,1.8,17.3,0.266,0.088,0.012,0.005,0.102,0.213,0.2,-2.6,0.3,29.1,110.9,0.313,0.496,0.287,0.204,82,241.5,77.3,0.428,0.777,28,39.1,24.6,7.3,4.3,14.7,"SG","0"
"138","Glen Rice","CHO",1998,30,82,40.2,3.7,0.433,0.504,0.849,2.2,2.2,2.4,17.4,0.364,0.096,0.013,0.005,0.102,0.251,2,-1.9,2.3,29.2,107.5,0.345,0.493,0.304,0.224,82,241.2,77.4,0.383,0.751,28.5,40.6,23.7,8.4,3.8,15.2,"SF","0"
"139","Vlade Divac","CHO",1998,29,64,28.2,0.2,0.214,0.501,0.691,2.7,1.8,2.8,19.4,0.351,0.222,0.025,0.038,0.156,0.188,3,3.8,3.3,29.2,107.5,0.345,0.493,0.304,0.224,82,241.2,77.4,0.383,0.751,28.5,40.6,23.7,8.4,3.8,15.2,"C","0"
"140","Eddie Jones","CHO",1999,27,30,38.6,2.6,0.359,0.484,0.801,4.2,2.4,2.9,19.8,0.519,0.086,0.042,0.021,0.137,0.215,1.6,2.2,2.1,29,102.3,0.372,0.461,0.244,0.24,50,243,74.4,0.365,0.747,29.9,39.5,22.2,8.9,4.9,15.9,"SF","1"
"141","Eddie Jones","CHO",2000,28,72,39,4.7,0.375,0.484,0.864,4.2,2.2,2.4,19.9,0.374,0.103,0.035,0.012,0.109,0.234,4.4,1.4,5.2,28.7,104.3,0.376,0.478,0.257,0.198,82,241.2,79.7,0.339,0.758,32.1,42.9,24.7,8.9,5.9,14.7,"SG","0"
"142","Anthony Mason","CHO",2000,33,82,38.2,0,0,0.48,0.746,4.5,2,2.7,14.4,0.637,0.194,0.012,0.006,0.159,0.144,3.9,1.9,3.1,28.7,104.3,0.376,0.478,0.257,0.198,82,241.2,79.7,0.339,0.758,32.1,42.9,24.7,8.9,5.9,14.7,"SF","0"
"143","Baron Davis","CHO",2002,22,82,40.5,5.8,0.356,0.48,0.58,8.5,3,2.9,18.2,0.252,0.088,0.028,0.01,0.142,0.239,3.8,0.1,5.2,28.3,104.3,0.32,0.465,0.306,0.226,82,240.9,80.2,0.348,0.745,30.5,43.5,21.5,8,5.6,14,"PG","1"
"144","P.J. Brown","CHO",2002,32,80,32,0,0,0.474,0.858,1.3,1.1,2.8,15.1,0.374,0.228,0.012,0.022,0.122,0.124,3.6,2.1,2.5,28.3,104.3,0.32,0.465,0.306,0.226,82,240.9,80.2,0.348,0.745,30.5,43.5,21.5,8,5.6,14,"C","1"
"145","David Wesley","CHO",2002,31,67,37.1,3.8,0.332,0.447,0.734,3.5,1.8,2.2,11.3,0.207,0.045,0.016,0.004,0.107,0.204,1.5,-1.6,0.2,28.3,104.3,0.32,0.465,0.306,0.226,82,240.9,80.2,0.348,0.745,30.5,43.5,21.5,8,5.6,14,"SG","1"
"146","Jamal Mashburn","CHO",2002,29,40,40,2.8,0.366,0.435,0.876,4.3,2.8,2,16.9,0.324,0.15,0.015,0.003,0.115,0.274,1.6,-0.7,0.9,28.3,104.3,0.32,0.465,0.306,0.226,82,240.9,80.2,0.348,0.745,30.5,43.5,21.5,8,5.6,14,"SF","1"
"147","Jason Richardson","CHO",2009,28,14,35.1,4.2,0.458,0.502,0.745,2.6,1.7,3.1,15.8,0.25,0.113,0.015,0.005,0.089,0.258,0.5,-1.4,0.2,25.8,104.7,0.312,0.498,0.277,0.229,82,243,76.8,0.366,0.74,28.9,39.7,21.2,7.1,4.8,15.6,"SG","1"
"148","Gerald Wallace","CHO",2011,28,48,39,2.2,0.33,0.463,0.739,2.4,2.1,2.5,15,0.488,0.21,0.017,0.021,0.124,0.202,2.3,1.5,1.3,26.9,103.4,0.314,0.5,0.257,0.229,82,241.5,77.6,0.327,0.756,29.8,40.1,21.1,6.4,5.3,14.5,"SF","0"
"149","Kwame Brown","CHO",2011,28,66,26,0,0,0.517,0.589,0.7,1,2.6,12.8,0.616,0.216,0.008,0.018,0.126,0.149,1.7,-0.1,-0.1,26.9,103.4,0.314,0.5,0.257,0.229,82,241.5,77.6,0.327,0.756,29.8,40.1,21.1,6.4,5.3,14.5,"C","0"
"150","Corey Maggette","CHO",2012,32,32,27.5,2.1,0.364,0.405,0.856,1.2,1.8,2.6,14.1,0.558,0.14,0.014,0.001,0.113,0.274,0.1,-3.7,-0.7,24.5,95.2,0.276,0.512,0.236,0.206,66,240.8,80.2,0.295,0.746,28.7,39,20.1,6,5.5,14.5,"SF","1"
"151","D.J. Augustin","CHO",2012,24,48,29.3,3.7,0.341,0.438,0.875,6.4,2.3,1.4,14.1,0.246,0.072,0.013,0.001,0.169,0.213,-0.2,-4.4,-0.6,24.5,95.2,0.276,0.512,0.236,0.206,66,240.8,80.2,0.295,0.746,28.7,39,20.1,6,5.5,14.5,"PG","1"
"152","Dave Robisch","CLE",1981,31,11,33.8,0,0,0.378,0.806,4,1.3,1.9,12.5,0.367,0.181,0.009,0.009,0.11,0.138,0.2,0.6,0.1,25.7,104.3,0.251,0.507,0.335,0.251,82,241.2,92.8,0.289,0.778,27.4,42.7,24.5,7.7,3.9,17,"C","0"
"153","Mike Mitchell","CLE",1982,26,27,36,0.2,0,0.454,0.72,1.4,2,2.9,14.2,0.198,0.086,0.013,0.009,0.091,0.255,0.2,-2.4,-0.2,26.1,103.3,0.297,0.515,0.32,0.271,82,241.5,89.4,0.182,0.747,26.5,41,22.8,7.7,4.4,16.1,"SF","1"
"154","World B. Free","CLE",1983,29,54,35.9,0.8,0.357,0.465,0.747,3.7,2.9,3.2,19.3,0.41,0.052,0.021,0.004,0.113,0.305,1.1,-2,1.4,26.4,99.2,0.283,0.492,0.33,0.258,82,240.9,85.3,0.25,0.721,29.4,43.7,21.2,7.5,3.5,18.8,"SG","1"
"155","James Edwards","CLE",1983,27,15,25.5,0,0,0.487,0.623,0.9,2,4.1,14.7,0.407,0.18,0.009,0.021,0.145,0.227,0.3,-1.2,-0.1,26.4,99.2,0.283,0.492,0.33,0.258,82,240.9,85.3,0.25,0.721,29.4,43.7,21.2,7.5,3.5,18.8,"C","1"
"156","World B. Free","CLE",1986,32,75,33.8,2.3,0.42,0.48,0.78,4.2,2.3,2.5,19,0.339,0.064,0.017,0.004,0.095,0.293,1.5,-1.9,2.3,27,105.5,0.321,0.48,0.303,0.292,82,241.2,88.3,0.338,0.752,29.9,43.2,25.2,7.6,5.3,17.2,"SG","1"
"157","Roy Hinson","CLE",1986,24,82,34.6,0,0,0.532,0.719,1.2,2.3,3.9,17.4,0.434,0.184,0.01,0.023,0.119,0.228,2.9,0.2,1.9,27,105.5,0.321,0.48,0.303,0.292,82,241.2,88.3,0.338,0.752,29.9,43.2,25.2,7.6,5.3,17.2,"SF","1"
"158","Larry Nance","CLE",1988,28,27,33.6,0,0,0.526,0.83,3.1,1.8,3.3,19.9,0.464,0.176,0.01,0.041,0.118,0.196,1.3,2.4,1.5,24.6,106.8,0.361,0.485,0.31,0.227,82,241.2,82.4,0.378,0.744,27.9,40.3,25.2,8.9,6.4,17.5,"PF","1"
"159","Larry Nance","CLE",1994,34,33,27.5,0,0,0.487,0.753,1.5,1.2,2.9,17.1,0.271,0.192,0.016,0.04,0.098,0.192,1.4,2,0.8,27.9,109.4,0.335,0.484,0.318,0.215,82,242.1,82.1,0.362,0.77,28.7,42,25,8.6,5.2,13.9,"PF","0"
"160","Hot Rod Williams","CLE",1995,32,74,35.7,0.1,0.2,0.452,0.685,2.6,2,2.9,14.6,0.353,0.163,0.018,0.031,0.137,0.197,4.4,3.3,2.5,28.3,105.3,0.317,0.493,0.318,0.224,82,243,76.3,0.385,0.76,27.3,40,20.4,7.7,4.3,14.3,"PF","1"
"161","Mark Price","CLE",1995,30,48,28.6,5.3,0.407,0.498,0.914,7,3,1,20.6,0.265,0.082,0.014,0.002,0.172,0.288,1.4,-2.7,1.6,28.3,105.3,0.317,0.493,0.318,0.224,82,243,76.3,0.385,0.76,27.3,40,20.4,7.7,4.3,14.3,"PG","1"
"162","Michael Cage","CLE",1996,34,82,32.1,0,0,0.556,0.543,0.6,0.7,2.6,14.1,0.232,0.227,0.019,0.027,0.11,0.094,4,2.4,2.3,27.5,109.9,0.296,0.506,0.286,0.242,82,241.8,73.1,0.377,0.763,25.1,35.6,22.2,8.2,4.1,13.1,"C","0"
"163","Chris Mills","CLE",1997,27,80,39.6,2.8,0.391,0.501,0.842,2.5,1.5,2.8,14.1,0.234,0.158,0.016,0.012,0.109,0.175,4.7,1.7,3,26.7,104.6,0.297,0.482,0.294,0.281,82,242.1,72.8,0.376,0.723,26.3,37.4,20.9,8,3.8,14.5,"SF","1"
"164","Tyrone Hill","CLE",1997,28,74,34.9,0,0,0.6,0.633,1.2,2,3.6,17.8,0.64,0.244,0.014,0.01,0.162,0.176,4.6,1.3,2.4,26.7,104.6,0.297,0.482,0.294,0.281,82,242.1,72.8,0.376,0.723,26.3,37.4,20.9,8,3.8,14.5,"C","1"
"165","Terrell Brandon","CLE",1997,26,78,36.8,3.5,0.373,0.476,0.902,6.3,2.3,2.3,21.5,0.226,0.117,0.028,0.009,0.11,0.283,4.7,0.8,4.8,26.7,104.6,0.297,0.482,0.294,0.281,82,242.1,72.8,0.376,0.723,26.3,37.4,20.9,8,3.8,14.5,"PG","1"
"166","Derek Anderson","CLE",1999,24,38,25.7,1.8,0.304,0.432,0.836,3.8,2.2,1.9,16.5,0.525,0.115,0.027,0.003,0.175,0.234,1,-0.4,0.7,26.7,99.6,0.381,0.468,0.251,0.267,50,241,71.2,0.341,0.749,26.3,35.8,21.9,9,4.1,15.7,"SG","0"
"167","Shawn Kemp","CLE",2000,30,82,30.4,0.1,0.333,0.418,0.776,1.7,3.5,4.5,17.2,0.547,0.224,0.02,0.028,0.168,0.302,3.8,0.8,0.3,27.2,100.4,0.327,0.474,0.281,0.275,82,242.1,82.1,0.373,0.75,30.5,42.8,23.7,8.7,4.4,17.4,"C","0"
"168","Clarence Weatherspoon","CLE",2001,30,82,33.8,0,0,0.501,0.79,1.3,1.4,2.1,17.4,0.421,0.239,0.016,0.028,0.12,0.152,3.4,1.8,2.8,26.9,100.3,0.312,0.477,0.297,0.248,82,241.8,79.7,0.334,0.765,29.8,42.1,20.8,7.8,5.3,16.5,"PF","0"
