"","Player","Team","Year","age","g","mp_per_game","x3pa","x3ppercent","efgpercent","ftpercent","ast","tov","pf","per","ftr","drbpercent","stlpercent","blkpercent","tovpercent","usgpercent","dws","dbpm","vorp","Age","ORtg","FTr","eFG.","ORB.","FT.FGA","G","MP","FGA","X3P.","FT.","DRB","TRB","AST","STL","BLK","TOV","pos","EWING"
"674","Dennis Johnson","PHO",1983,28,77,33.1,0.4,0.161,0.465,0.791,5,2.6,2.6,14.8,0.429,0.101,0.018,0.009,0.166,0.196,3.6,0.9,2,26.6,105.1,0.306,0.458,0.32,0.235,82,240.6,87.3,0.253,0.743,30.7,44,28,9.1,6,18.8,"PG","0"
"675","Maurice Lucas","PHO",1985,32,63,26.5,0.1,0,0.476,0.75,2.3,2.4,2.9,15.1,0.275,0.28,0.011,0.006,0.156,0.235,2.4,0.5,0.3,26.4,104.7,0.319,0.498,0.298,0.24,82,241.5,87.1,0.283,0.771,29.6,42.1,28.5,8.9,4.3,19.3,"PF","0"
"676","Kyle Macy","PHO",1985,27,65,31,1.3,0.271,0.504,0.907,5.8,1.7,2,13.8,0.241,0.081,0.02,0.001,0.147,0.152,1.9,-0.5,1,26.4,104.7,0.319,0.498,0.298,0.24,82,241.5,87.1,0.283,0.771,29.6,42.1,28.5,8.9,4.3,19.3,"PG","0"
"677","Larry Nance","PHO",1987,27,69,37.2,0.1,0.2,0.551,0.773,3.4,2.2,3.2,22.2,0.464,0.176,0.016,0.033,0.104,0.226,2.8,1.7,4.8,26,108,0.348,0.502,0.321,0.265,82,242.1,87.7,0.242,0.76,28.9,42.4,28.7,8.6,4.8,18.3,"PF","0"
"678","Jay Humphries","PHO",1987,24,82,31.5,0.3,0.185,0.48,0.769,7.7,2.4,2.9,14.2,0.345,0.085,0.02,0.002,0.184,0.167,1.6,-1.1,0.6,26,108,0.348,0.502,0.321,0.265,82,242.1,87.7,0.242,0.76,28.9,42.4,28.7,8.6,4.8,18.3,"PG","0"
"679","Jay Humphries","PHO",1988,25,50,31.1,0.3,0.188,0.549,0.741,7.1,2.2,3.1,15.8,0.287,0.078,0.019,0.001,0.165,0.171,0.6,-1.6,0.8,27.5,107,0.301,0.507,0.315,0.265,82,240.6,89,0.331,0.764,29,42.6,28.4,8.2,4.3,17.2,"PG","1"
"680","Larry Nance","PHO",1988,28,40,36.9,0.1,0.4,0.532,0.751,3.1,2.7,3.8,20.5,0.404,0.211,0.014,0.038,0.127,0.229,1.6,1.8,2.1,27.5,107,0.301,0.507,0.315,0.265,82,240.6,89,0.331,0.764,29,42.6,28.4,8.2,4.3,17.2,"PF","1"
"681","James Edwards","PHO",1988,32,43,32,0,0,0.469,0.635,1.7,2.5,3.7,12.4,0.48,0.196,0.005,0.013,0.141,0.226,0.8,-1.4,-0.7,27.5,107,0.301,0.507,0.315,0.265,82,240.6,89,0.331,0.764,29,42.6,28.4,8.2,4.3,17.2,"C","1"
"682","Armen Gilliam","PHO",1989,24,74,28.6,0,0,0.503,0.743,0.7,1.9,2.4,15.7,0.347,0.181,0.012,0.007,0.116,0.227,2.7,-1.2,-0.1,25.7,113.1,0.344,0.476,0.308,0.225,82,240.9,92,0.349,0.791,31.9,45.3,27.8,8.5,5.1,15.6,"PF","0"
"683","Eddie Johnson","PHO",1990,30,64,28.3,2.9,0.38,0.492,0.917,1.7,1.7,2.7,14.9,0.226,0.101,0.008,0.003,0.098,0.252,1.5,-2.2,0.3,26.7,113.1,0.38,0.478,0.311,0.209,82,242.1,87.1,0.324,0.795,32.3,45.2,25.7,8.1,6.1,15.5,"SF","1"
"684","Jeff Hornacek","PHO",1992,28,81,38,2.3,0.439,0.546,0.886,5.1,2.1,2.7,18.9,0.254,0.103,0.025,0.006,0.11,0.209,3.8,1,5.5,27,112.1,0.332,0.471,0.317,0.223,82,241.5,88,0.381,0.776,31.2,44.5,26.9,8.2,7.1,15.1,"SG","1"
"685","Cedric Ceballos","PHO",1994,24,53,30.2,0.2,0,0.535,0.724,1.7,1.8,2.3,20.9,0.278,0.133,0.018,0.009,0.094,0.258,1.4,-1.4,1.4,28.7,111.7,0.325,0.493,0.352,0.202,82,240.3,86.3,0.33,0.728,29.9,44.8,27.6,9.1,5.6,15.9,"SF","1"
"686","Michael Finley","PHO",1996,22,82,39.2,2.3,0.328,0.508,0.749,3.5,1.6,2.4,14,0.331,0.083,0.014,0.007,0.106,0.173,1.3,-0.5,2.5,27.9,110.3,0.37,0.511,0.298,0.225,82,243.4,81.4,0.332,0.771,30.5,42.8,24.4,7.6,4,14.7,"SF","0"
"687","Charles Barkley","PHO",1996,32,71,37.1,2.5,0.28,0.521,0.777,3.7,3.1,2.9,24.8,0.488,0.25,0.022,0.016,0.134,0.275,3.5,1.4,5.2,27.9,110.3,0.37,0.511,0.298,0.225,82,243.4,81.4,0.332,0.771,30.5,42.8,24.4,7.6,4,14.7,"PF","0"
"688","A.C. Green","PHO",1996,32,82,25.8,0.6,0.269,0.5,0.709,0.9,1,1.7,12.9,0.534,0.209,0.011,0.008,0.126,0.132,1.7,-0.3,0.3,27.9,110.3,0.37,0.511,0.298,0.225,82,243.4,81.4,0.332,0.771,30.5,42.8,24.4,7.6,4,14.7,"SF","0"
"689","Michael Finley","PHO",1997,23,27,29.5,2,0.255,0.498,0.812,2.5,1.6,1.6,14.6,0.232,0.125,0.012,0.004,0.118,0.21,0.4,-1.1,0.2,28.5,109.3,0.317,0.507,0.271,0.215,82,242.1,81.8,0.369,0.761,29,40.1,25.2,8.1,3.9,14.4,"SF","1"
"690","Sam Cassell","PHO",1997,27,22,24.5,2.8,0.306,0.454,0.855,4.5,2.7,3,18.3,0.515,0.082,0.022,0.008,0.169,0.297,0.4,-2,0.2,28.5,109.3,0.317,0.507,0.271,0.215,82,242.1,81.8,0.369,0.761,29,40.1,25.2,8.1,3.9,14.4,"PG","1"
"691","Cedric Ceballos","PHO",1997,27,42,27.3,1.9,0.259,0.484,0.737,1.2,1.6,2.2,17.7,0.32,0.188,0.013,0.011,0.1,0.266,1,-1.9,-0.1,28.5,109.3,0.317,0.507,0.271,0.215,82,242.1,81.8,0.369,0.761,29,40.1,25.2,8.1,3.9,14.4,"SF","1"
"692","Wesley Person","PHO",1997,25,80,29.1,5.2,0.413,0.548,0.798,1.5,1,1.3,15.9,0.126,0.112,0.019,0.006,0.074,0.199,1.5,-1.1,1.9,28.5,109.3,0.317,0.507,0.271,0.215,82,242.1,81.8,0.369,0.761,29,40.1,25.2,8.1,3.9,14.4,"SG","1"
"693","Antonio McDyess","PHO",1998,23,81,30.1,0,0,0.536,0.702,1.3,1.8,3.6,20.3,0.355,0.19,0.022,0.04,0.117,0.225,4.6,2.4,3.2,28.2,107.4,0.29,0.471,0.297,0.227,82,243.4,81.8,0.356,0.749,29.9,42,25.9,9.2,5.2,15.1,"PF","0"
"694","George McCloud","PHO",1999,31,48,25.9,3.5,0.416,0.545,0.862,1.6,1,2.7,13.6,0.269,0.122,0.019,0.009,0.119,0.153,1,-0.5,1,29.3,105.8,0.303,0.485,0.284,0.216,50,241,80.1,0.372,0.76,28.4,40.3,25,8.9,4,13.6,"SF","1"
"695","Clifford Robinson","PHO",2001,34,82,33.5,3,0.361,0.46,0.709,2.9,2.3,3.1,14.8,0.301,0.096,0.016,0.022,0.122,0.248,3.9,0.6,1.9,28.6,100.3,0.292,0.46,0.273,0.252,82,241.5,82.4,0.315,0.755,30.8,42.7,23.2,9.5,5.2,15.2,"PF","0"
"696","Jason Kidd","PHO",2001,27,77,39.8,3,0.297,0.443,0.814,9.8,3.7,2.2,19.4,0.367,0.152,0.028,0.005,0.183,0.227,5.4,2.1,5.3,28.6,100.3,0.292,0.46,0.273,0.252,82,241.5,82.4,0.315,0.755,30.8,42.7,23.2,9.5,5.2,15.2,"PG","0"
"697","Anfernee Hardaway","PHO",2003,31,58,30.6,1.3,0.356,0.469,0.794,4.1,2.5,2.6,13,0.169,0.123,0.019,0.011,0.191,0.192,1.9,1,0.9,25.2,103.7,0.285,0.47,0.297,0.222,82,241.5,82.6,0.343,0.742,29.8,42.5,21,8.1,4.9,14.7,"SG","0"
"698","Stephon Marbury","PHO",2003,25,81,40,3.7,0.301,0.468,0.803,8.1,3.2,2.5,20.1,0.305,0.074,0.017,0.005,0.132,0.277,2.5,-1.6,3.6,25.2,103.7,0.285,0.47,0.297,0.222,82,241.5,82.6,0.343,0.742,29.8,42.5,21,8.1,4.9,14.7,"PG","0"
"699","Anfernee Hardaway","PHO",2004,32,34,25.8,1,0.4,0.469,0.857,2.9,1.2,1.9,13.2,0.181,0.093,0.017,0.007,0.126,0.172,0.3,-1.1,0.1,24.4,101.4,0.28,0.482,0.266,0.24,82,240.6,81.4,0.345,0.746,29.3,40.6,19.3,9,4.7,15.2,"SG","1"
"700","Stephon Marbury","PHO",2004,26,34,41.6,3.5,0.314,0.463,0.795,8.3,2.9,2.2,19.9,0.305,0.079,0.023,0.003,0.124,0.25,0.6,-2,1.2,24.4,101.4,0.28,0.482,0.266,0.24,82,240.6,81.4,0.345,0.746,29.3,40.6,19.3,9,4.7,15.2,"PG","1"
"701","Joe Johnson","PHO",2005,23,82,39.5,4.5,0.478,0.536,0.75,3.5,1.8,2,15.1,0.153,0.095,0.012,0.005,0.105,0.19,1.7,-0.2,3.5,25.2,114.5,0.296,0.478,0.275,0.176,82,241.2,85.6,0.393,0.748,32.3,44.1,23.5,7,5.5,13.7,"SF","0"
"702","Shawn Marion","PHO",2007,28,80,37.6,3.2,0.317,0.561,0.81,1.7,1.4,2.7,20.8,0.232,0.226,0.026,0.028,0.088,0.193,5.3,3.2,5.7,27.6,113.9,0.267,0.492,0.227,0.206,82,242.7,83.6,0.399,0.808,31.5,40.5,25.9,6.7,4.8,14.5,"SF","0"
"703","Shawn Marion","PHO",2008,29,47,36.4,3.6,0.347,0.576,0.713,2.1,1,2.5,20,0.187,0.231,0.028,0.027,0.073,0.176,3,3.1,3.3,29.3,113.3,0.292,0.488,0.224,0.191,82,241.2,82.7,0.393,0.783,32.7,41.5,26.7,6.5,6.3,14.4,"PF","0"
"704","Shaquille O'Neal","PHO",2009,36,75,30,0,0,0.609,0.595,1.7,2.2,3.4,22.3,0.617,0.223,0.011,0.035,0.136,0.242,2.2,0.3,2.3,29.5,113.6,0.336,0.511,0.277,0.233,82,240.9,81.6,0.383,0.744,30.7,41.7,23.2,7.2,5.1,15.7,"C","1"
"705","Jason Richardson","PHO",2010,29,79,31.5,5.1,0.393,0.553,0.739,1.8,1.2,2.1,16.6,0.184,0.139,0.013,0.009,0.079,0.208,1.7,-0.7,2.7,28.5,115.3,0.312,0.491,0.276,0.224,82,240.6,82.8,0.412,0.77,31.9,43,23.3,5.8,5.1,14.8,"SG","0"
"706","Amar'e Stoudemire","PHO",2010,27,82,34.6,0.1,0.167,0.557,0.771,1,2.6,3.4,22.6,0.5,0.189,0.009,0.021,0.121,0.273,2.5,-1.3,1.6,28.5,115.3,0.312,0.491,0.276,0.224,82,240.6,82.8,0.412,0.77,31.9,43,23.3,5.8,5.1,14.8,"PF","0"
"707","Jason Richardson","PHO",2011,30,25,31.8,5.9,0.419,0.55,0.764,1.4,1.2,1.8,19.1,0.185,0.113,0.017,0.003,0.067,0.255,0.4,-2.2,0.7,29.6,109.5,0.283,0.513,0.237,0.211,82,244,83.5,0.377,0.759,30.2,40.2,23.7,6.6,4.4,14.3,"SG","1"
"708","Vince Carter","PHO",2011,34,51,27.2,4.8,0.366,0.494,0.735,1.6,1.1,2.4,14.2,0.157,0.118,0.017,0.009,0.075,0.235,0.8,-1.2,0.5,29.6,109.5,0.283,0.513,0.237,0.211,82,244,83.5,0.377,0.759,30.2,40.2,23.7,6.6,4.4,14.3,"SG","1"
"709","Steve Nash","PHO",2012,37,62,31.6,2.3,0.39,0.581,0.894,10.7,3.7,0.9,20.3,0.256,0.091,0.01,0.003,0.271,0.196,0.6,-3.5,0.7,28.9,106.2,0.257,0.491,0.258,0.2,66,240,82.5,0.343,0.757,30.8,41.7,22.5,6.5,5.5,14.1,"PG","0"
"710","Grant Hill","PHO",2012,39,49,28.1,1.1,0.264,0.461,0.761,2.2,1.3,1.8,12.3,0.242,0.115,0.015,0.015,0.115,0.186,0.9,0.7,0.5,28.9,106.2,0.257,0.491,0.258,0.2,66,240,82.5,0.343,0.757,30.8,41.7,22.5,6.5,5.5,14.1,"SF","0"
"711","Luis Scola","PHO",2013,32,82,26.6,0.2,0.188,0.474,0.787,2.2,1.5,3.1,16.7,0.251,0.204,0.016,0.012,0.11,0.233,1.9,0.2,1.1,26.9,101.2,0.234,0.512,0.27,0.208,82,241.5,84.4,0.33,0.744,29.9,41.6,22.6,8,5.3,15.6,"PF","1"
"712","Marcin Gortat","PHO",2013,28,61,30.8,0,0,0.521,0.652,1.2,1.6,2.1,15.4,0.244,0.24,0.011,0.039,0.136,0.172,2.1,1.8,0.7,26.9,101.2,0.234,0.512,0.27,0.208,82,241.5,84.4,0.33,0.744,29.9,41.6,22.6,8,5.3,15.6,"C","1"
"713","Goran Dragic","PHO",2014,27,76,35.1,3.9,0.408,0.561,0.76,5.9,2.8,2.7,21.4,0.381,0.074,0.02,0.006,0.143,0.245,2,-1.1,4,26.2,109.5,0.293,0.496,0.264,0.237,82,240.9,83.5,0.372,0.758,31.7,43,19.1,8.4,4.6,15.3,"SG","0"
"714","Isaiah Thomas","PHO",2015,25,46,25.7,4.5,0.391,0.505,0.872,3.7,1.9,2.3,19.7,0.412,0.078,0.019,0.003,0.128,0.258,0.7,-2.3,1,25.7,105.3,0.251,0.497,0.245,0.221,82,242.4,85.8,0.341,0.76,32.2,43.2,20.2,8.5,4.7,15.1,"PG","0"
"715","Goran Dragic","PHO",2015,28,52,33.4,3.6,0.355,0.549,0.746,4.1,2.2,2.3,16.7,0.191,0.085,0.014,0.004,0.134,0.215,0.9,-1.3,1.2,25.7,105.3,0.251,0.497,0.245,0.221,82,242.4,85.8,0.341,0.76,32.2,43.2,20.2,8.5,4.7,15.1,"SG","0"
"716","Eric Bledsoe","PHO",2017,27,66,33,4.7,0.335,0.485,0.847,6.3,3.4,2.5,20.5,0.443,0.138,0.02,0.012,0.153,0.281,1.4,-0.4,2.9,25,106.6,0.297,0.525,0.26,0.264,82,241.8,88.5,0.332,0.776,33.1,45,19.6,8.2,4.9,15.4,"PG","0"
"717","Maurice Lucas","POR",1980,27,41,28.7,0.1,0.4,0.442,0.73,3,3.6,3.4,13.8,0.248,0.228,0.01,0.017,0.195,0.265,1.6,0.5,0,26.3,103.4,0.293,0.482,0.355,0.245,82,241.2,87.4,0.197,0.743,29.4,45.2,23.1,8.6,5.8,18.9,"PF","1"
"718","Fat Lever","POR",1984,23,81,24.8,0.2,0.2,0.449,0.743,4.6,1.5,2.2,15.8,0.305,0.074,0.032,0.009,0.136,0.184,2.2,0.5,1.8,25.8,111.2,0.367,0.518,0.364,0.259,82,241.5,87.7,0.194,0.754,26.8,42,25.4,9.9,4.8,18.1,"PG","0"
"719","Calvin Natt","POR",1984,27,79,33.4,0.2,0.118,0.585,0.797,2.3,2.1,2.8,16.9,0.403,0.143,0.012,0.005,0.141,0.179,2.1,-0.3,2.8,25.8,111.2,0.367,0.518,0.364,0.259,82,241.5,87.7,0.194,0.754,26.8,42,25.4,9.9,4.8,18.1,"SF","0"
"720","Jim Paxson","POR",1987,29,72,25,1.4,0.265,0.477,0.806,3.3,1.5,1.9,13.8,0.295,0.06,0.019,0.004,0.115,0.205,1.3,-1.8,0.1,26.9,111.5,0.404,0.493,0.341,0.265,82,241.5,88.4,0.289,0.775,29.4,43.8,28.8,9.4,4.7,18.9,"SG","1"
"721","Kiki Vandeweghe","POR",1988,29,37,28.1,1.6,0.379,0.528,0.878,1.9,1.3,1.8,19.8,0.325,0.076,0.009,0.004,0.07,0.26,0.7,-3.1,0.5,27.1,111.8,0.362,0.485,0.343,0.275,82,240.6,91,0.308,0.77,30.4,45.6,28.1,8.9,4.2,16.5,"SF","0"
"722","Clyde Drexler","POR",1994,31,68,34.3,3.2,0.324,0.46,0.777,4.9,2.5,3,18.4,0.333,0.142,0.02,0.009,0.116,0.25,2.7,0.6,3.5,28.6,108.1,0.323,0.49,0.344,0.235,82,240.9,90.6,0.353,0.743,30,45.9,25.2,9.1,5,14.8,"SG","0"
"723","Otis Thorpe","POR",1995,32,34,26.7,0.1,0,0.568,0.649,1.6,1.6,3.6,18.6,0.489,0.192,0.011,0.012,0.128,0.204,1.2,0.3,0.8,29.3,109.7,0.313,0.491,0.371,0.277,82,240.3,87,0.365,0.697,29.8,46.3,22.5,8.1,5.7,14.8,"PF","1"
"724","Clyde Drexler","POR",1995,32,41,34.8,5.9,0.363,0.489,0.835,5.1,2.4,2.9,22.7,0.348,0.124,0.027,0.012,0.106,0.272,2.1,1.1,3.4,29.3,109.7,0.313,0.491,0.371,0.277,82,240.3,87,0.365,0.697,29.8,46.3,22.5,8.1,5.7,14.8,"SG","1"
"725","Rod Strickland","POR",1996,29,67,37.7,1.7,0.342,0.479,0.652,9.6,3.8,2,19.1,0.413,0.093,0.02,0.005,0.174,0.254,3.3,0.3,3.2,28.1,106,0.347,0.478,0.334,0.236,82,242.7,81.6,0.353,0.662,31.4,45.6,21.5,7.2,5.1,16.8,"PG","1"
"726","Harvey Grant","POR",1996,30,76,31.5,0.9,0.313,0.478,0.545,1.5,1.1,2.3,10.4,0.162,0.116,0.013,0.013,0.101,0.148,3.1,1.7,1,28.1,106,0.347,0.478,0.334,0.236,82,242.7,81.6,0.353,0.662,31.4,45.6,21.5,7.2,5.1,16.8,"PF","1"
"727","Clifford Robinson","POR",1997,30,81,38,4.3,0.346,0.484,0.696,3.2,2.1,3.1,13.1,0.296,0.087,0.017,0.017,0.127,0.198,3.7,0.8,2.7,26.4,107.9,0.35,0.471,0.325,0.268,82,242.1,78.8,0.358,0.713,30.4,43.3,20.9,7.8,5.3,16.5,"SF","0"
"728","Kenny Anderson","POR",1997,26,82,37.6,4.5,0.361,0.485,0.768,7.1,2.4,2.7,19.5,0.383,0.102,0.028,0.004,0.127,0.222,4.4,0.8,5.5,26.4,107.9,0.35,0.471,0.325,0.268,82,242.1,78.8,0.358,0.713,30.4,43.3,20.9,7.8,5.3,16.5,"PG","0"
"729","Damon Stoudamire","POR",1998,24,22,36.6,4.5,0.263,0.415,0.787,8.2,2.9,1.7,14.5,0.291,0.079,0.022,0.002,0.18,0.199,0.9,-1,0.4,26.1,104,0.348,0.46,0.33,0.249,82,241.8,78,0.309,0.737,30.8,44,21.5,7.1,5.7,16.9,"PG","1"
"730","Kenny Anderson","POR",1998,27,45,32.7,3,0.353,0.432,0.772,5.4,2.5,2.2,13.3,0.275,0.075,0.022,0,0.162,0.217,1.6,-0.9,0.4,26.1,104,0.348,0.46,0.33,0.249,82,241.8,78,0.309,0.737,30.8,44,21.5,7.1,5.7,16.9,"PG","1"
"731","Steve Smith","POR",2001,31,81,31.4,2.8,0.339,0.505,0.89,2.6,1.7,2.5,15.9,0.44,0.084,0.01,0.007,0.127,0.197,1.6,-1.5,2,30.1,106.5,0.296,0.47,0.3,0.223,82,241.2,78.3,0.349,0.762,30.3,42,23.9,8.2,5.1,15.3,"SG","0"
"732","Scottie Pippen","POR",2003,37,64,29.9,2.1,0.286,0.476,0.818,4.5,2.6,2.3,15.3,0.248,0.14,0.03,0.01,0.199,0.2,2.6,1.6,1.9,29.2,105.5,0.3,0.483,0.302,0.194,82,242.1,79.2,0.33,0.745,29,41.1,22.7,8.8,3.9,15.2,"SF","0"
"733","Rasheed Wallace","POR",2003,28,74,36.3,4.1,0.358,0.521,0.735,2.1,1.9,3,18.5,0.249,0.196,0.014,0.022,0.103,0.233,3.4,0.4,3,29.2,105.5,0.3,0.483,0.302,0.194,82,242.1,79.2,0.33,0.745,29,41.1,22.7,8.8,3.9,15.2,"PF","0"
"734","Jeff McInnis","POR",2004,29,39,32.5,1.2,0.319,0.489,0.763,5,1.6,2.4,15,0.183,0.072,0.016,0.001,0.12,0.19,0.4,-2.6,0.1,27.6,103.7,0.267,0.482,0.312,0.186,82,243.7,78.9,0.346,0.731,29,41.7,21.6,7.5,5.4,14.8,"SG","0"
"735","Rasheed Wallace","POR",2004,29,45,37.2,3.8,0.341,0.487,0.742,2.5,1.9,2.9,17.5,0.232,0.161,0.012,0.032,0.106,0.233,1.4,0.1,1.4,27.6,103.7,0.267,0.482,0.312,0.186,82,243.7,78.9,0.346,0.731,29,41.7,21.6,7.5,5.4,14.8,"PF","0"
"736","Damon Stoudamire","POR",2005,31,81,34.1,6,0.369,0.47,0.915,5.7,2,2,16.6,0.171,0.102,0.017,0.001,0.116,0.236,1.4,-2,2.2,27,103.2,0.303,0.479,0.296,0.204,82,240.6,78.3,0.362,0.725,29.3,41.1,21,7.1,6.6,16,"PG","0"
"737","Derek Anderson","POR",2005,30,47,26.4,3.2,0.384,0.463,0.805,3,1.5,1.9,11.7,0.223,0.092,0.016,0.002,0.14,0.185,0.6,-1.8,0,27,103.2,0.303,0.479,0.296,0.204,82,240.6,78.3,0.362,0.725,29.3,41.1,21,7.1,6.6,16,"SG","0"
"738","Shareef Abdur-Rahim","POR",2005,28,54,34.6,0.7,0.385,0.514,0.866,2.1,2.2,2.8,18.7,0.379,0.16,0.014,0.01,0.13,0.221,1.5,-0.5,1.3,27,103.2,0.303,0.479,0.296,0.204,82,240.6,78.3,0.362,0.725,29.3,41.1,21,7.1,6.6,16,"PF","0"
"739","Steve Blake","POR",2006,25,68,26.2,2.7,0.413,0.519,0.791,4.5,1.2,1.6,14.5,0.194,0.082,0.013,0.002,0.14,0.158,-0.2,-3.2,0.1,24.6,101.1,0.31,0.507,0.266,0.231,82,240.6,76.4,0.349,0.689,26.9,37.7,18.2,6.5,5.3,14.7,"PG","1"
"740","Zach Randolph","POR",2007,25,68,35.7,0.7,0.292,0.472,0.819,2.2,3.2,2.7,22.8,0.374,0.256,0.012,0.005,0.126,0.331,1.9,-1.4,1.1,24.4,105.1,0.314,0.508,0.282,0.267,82,243.4,78,0.346,0.769,28,39.3,18.5,6.8,4.6,15.1,"PF","1"
"741","Jarrett Jack","POR",2008,24,82,27.2,2.3,0.342,0.483,0.867,3.8,2.2,1.6,13,0.4,0.107,0.015,0,0.196,0.193,1.5,-0.6,0.7,24.1,107.3,0.281,0.491,0.268,0.212,82,242.7,79.8,0.377,0.767,29.7,40.7,21.1,5.5,4.4,12.9,"SG","1"
"742","Steve Blake","POR",2009,28,69,31.7,4.8,0.427,0.536,0.84,5,1.6,1.8,14.4,0.116,0.084,0.017,0.001,0.137,0.17,1.7,-1.1,2,24,113.9,0.306,0.499,0.326,0.227,82,241.8,79.2,0.383,0.765,28.8,41.7,20.3,6.7,4.9,12.9,"PG","0"
"743","Martell Webster","POR",2010,23,82,24.5,4,0.373,0.502,0.813,0.8,0.7,1.9,12.5,0.243,0.137,0.012,0.016,0.078,0.182,2,-0.7,0.9,26.6,110.8,0.315,0.502,0.282,0.219,82,242.1,78.7,0.354,0.79,29.1,40.2,20.4,6.4,4.3,12.3,"SF","0"
"744","Steve Blake","POR",2010,29,51,27.4,4.1,0.377,0.513,0.75,4,1.3,1.6,11.2,0.09,0.092,0.014,0.001,0.15,0.148,1.1,-1,0.6,26.6,110.8,0.315,0.502,0.282,0.219,82,242.1,78.7,0.354,0.79,29.1,40.2,20.4,6.4,4.3,12.3,"PG","0"
"745","Marcus Camby","POR",2011,36,59,26.1,0,0,0.398,0.614,2.1,1.1,2.4,14.8,0.238,0.352,0.014,0.05,0.16,0.117,3,5.2,1.7,26.7,108.8,0.278,0.51,0.295,0.231,82,241.5,80.5,0.345,0.804,27.2,39.3,21.2,8,4.4,13,"C","0"
"746","Gerald Wallace","POR",2011,28,23,35.7,3.5,0.338,0.548,0.767,2.5,2.3,2.7,18.9,0.335,0.212,0.031,0.015,0.144,0.205,1.3,2.2,1.2,26.7,108.8,0.278,0.51,0.295,0.231,82,241.5,80.5,0.345,0.804,27.2,39.3,21.2,8,4.4,13,"PF","0"
"747","Brandon Roy","POR",2011,26,47,27.9,2.4,0.333,0.436,0.848,2.7,1.2,1.6,13.9,0.264,0.091,0.015,0.008,0.086,0.228,0.9,-1.6,0,26.7,108.8,0.278,0.51,0.295,0.231,82,241.5,80.5,0.345,0.804,27.2,39.3,21.2,8,4.4,13,"SG","0"
"748","Andre Miller","POR",2011,34,81,32.7,0.5,0.108,0.462,0.853,7,2.4,2.1,17.8,0.346,0.099,0.023,0.004,0.168,0.206,2.4,-0.2,2.1,26.7,108.8,0.278,0.51,0.295,0.231,82,241.5,80.5,0.345,0.804,27.2,39.3,21.2,8,4.4,13,"PG","0"
"749","Jamal Crawford","POR",2012,31,60,26.9,4.3,0.308,0.438,0.927,3.2,1.9,1.2,15.7,0.28,0.075,0.018,0.007,0.118,0.266,0.7,-2.6,0.1,27.5,105.7,0.263,0.504,0.263,0.199,66,241.9,82.1,0.346,0.796,29.5,40.7,20.4,8,4.9,14.2,"PG","0"
"750","Gerald Wallace","POR",2012,29,42,35.8,2.3,0.265,0.502,0.776,2.7,2,2.5,15.5,0.374,0.17,0.022,0.013,0.144,0.178,1.4,1.5,1.6,27.5,105.7,0.263,0.504,0.263,0.199,66,241.9,82.1,0.346,0.796,29.5,40.7,20.4,8,4.9,14.2,"SF","0"
"751","LaMarcus Aldridge","POR",2015,29,71,35.4,1.5,0.352,0.479,0.845,1.7,1.7,1.8,22.8,0.256,0.229,0.01,0.019,0.072,0.302,3.7,0,1.4,27,108.2,0.225,0.476,0.242,0.182,82,242.1,86,0.362,0.801,35.1,45.9,21.9,6.4,4.5,13.6,"PF","0"
"752","Arron Afflalo","POR",2015,29,25,30.1,3.6,0.4,0.493,0.851,1.1,1.3,2.4,8.2,0.207,0.085,0.006,0.002,0.118,0.167,0.5,-0.8,-0.1,27,108.2,0.225,0.476,0.242,0.182,82,242.1,86,0.362,0.801,35.1,45.9,21.9,6.4,4.5,13.6,"SG","0"
"753","Otis Birdsong","SAC",1981,25,71,36.5,0.5,0.286,0.547,0.697,3.3,2.4,2.4,20.3,0.348,0.059,0.017,0.004,0.103,0.268,2,-1.4,2.8,26.2,104.7,0.308,0.483,0.292,0.265,82,241.8,87.2,0.292,0.714,29.9,42.5,27.7,8.8,4.7,17.7,"SG","0"
"754","Eddie Johnson","SAC",1983,23,82,35.8,0.9,0.282,0.501,0.779,2.6,2.2,3.2,15.9,0.231,0.114,0.011,0.004,0.107,0.222,2.1,-1,2.1,24.5,106.2,0.338,0.49,0.343,0.291,82,241.2,91.3,0.237,0.727,29.4,44.7,26.3,9.3,5,20.6,"SF","0"
"755","Eddie Johnson","SAC",1984,24,82,35.6,0.8,0.313,0.492,0.81,3.6,2.6,3.2,16.6,0.213,0.115,0.012,0.004,0.111,0.263,2.2,-0.9,2,26.2,106.5,0.345,0.505,0.324,0.266,82,240.9,88.2,0.275,0.777,27.7,41.7,27.2,8.7,4.7,18.3,"SF","0"
"756","Eddie Johnson","SAC",1985,25,82,36.9,0.7,0.241,0.496,0.871,3.3,2.7,2.9,16.2,0.238,0.096,0.013,0.004,0.115,0.255,0.9,-1.7,1.3,26.1,109.5,0.357,0.514,0.34,0.262,82,240.9,88.7,0.265,0.779,28.4,42.6,28.6,8.1,3.7,19.4,"SF","1"
"757","Mike Woodson","SAC",1986,27,81,29.8,0.2,0.154,0.476,0.837,2.4,1.8,2.7,14.2,0.269,0.061,0.018,0.009,0.108,0.225,1.5,-1.1,0.5,26.6,106.2,0.324,0.499,0.327,0.273,82,241.2,88,0.224,0.778,29,42.8,28.1,7.3,4.7,18.7,"SG","0"
